state,STATE,OCC_TITLE,A_MEAN
WI,Wisconsin,Forest and Conservation Workers,41980
WY,Wyoming,Forest and Conservation Workers,29470
AL,Alabama,Forest Fire Inspectors and Prevention Specialists,32750
AR,Arkansas,Forest Fire Inspectors and Prevention Specialists,34130
CA,California,Forest Fire Inspectors and Prevention Specialists,76430
GA,Georgia,Forest Fire Inspectors and Prevention Specialists,35490
IL,Illinois,Forest Fire Inspectors and Prevention Specialists,54910
ME,Maine,Forest Fire Inspectors and Prevention Specialists,45810
MS,Mississippi,Forest Fire Inspectors and Prevention Specialists,26940
MO,Missouri,Forest Fire Inspectors and Prevention Specialists,51420
NH,New Hampshire,Forest Fire Inspectors and Prevention Specialists,30710
NJ,New Jersey,Forest Fire Inspectors and Prevention Specialists,54020
OR,Oregon,Forest Fire Inspectors and Prevention Specialists,50310
TN,Tennessee,Forest Fire Inspectors and Prevention Specialists,62970
AL,Alabama,Foresters,57170
AK,Alaska,Foresters,67720
AZ,Arizona,Foresters,56270
AR,Arkansas,Foresters,57370
CA,California,Foresters,72870
CO,Colorado,Foresters,57010
CT,Connecticut,Foresters,69380
FL,Florida,Foresters,55370
GA,Georgia,Foresters,48550
ID,Idaho,Foresters,53430
IL,Illinois,Foresters,69650
IN,Indiana,Foresters,47830
IA,Iowa,Foresters,63730
KY,Kentucky,Foresters,43470
LA,Louisiana,Foresters,73370
ME,Maine,Foresters,54580
MD,Maryland,Foresters,61160
MA,Massachusetts,Foresters,64240
MI,Michigan,Foresters,64540
MN,Minnesota,Foresters,60390
MS,Mississippi,Foresters,52660
MO,Missouri,Foresters,52600
MT,Montana,Foresters,52450
NE,Nebraska,Foresters,52170
NH,New Hampshire,Foresters,62750
NJ,New Jersey,Foresters,69750
NM,New Mexico,Foresters,47660
NY,New York,Foresters,58420
NC,North Carolina,Foresters,61980
ND,North Dakota,Foresters,49720
OH,Ohio,Foresters,55570
OK,Oklahoma,Foresters,45160
OR,Oregon,Foresters,64400
PA,Pennsylvania,Foresters,64080
SC,South Carolina,Foresters,57610
SD,South Dakota,Foresters,48860
TN,Tennessee,Foresters,52750
TX,Texas,Foresters,55570
UT,Utah,Foresters,54040
VT,Vermont,Foresters,57400
VA,Virginia,Foresters,56470
WA,Washington,Foresters,63450
WV,West Virginia,Foresters,42580
WI,Wisconsin,Foresters,53130
WY,Wyoming,Foresters,57280
AL,Alabama,"Forestry and Conservation Science Teachers, Postsecondary",91530
CA,California,"Forestry and Conservation Science Teachers, Postsecondary",80230
CO,Colorado,"Forestry and Conservation Science Teachers, Postsecondary",73920
FL,Florida,"Forestry and Conservation Science Teachers, Postsecondary",94360
GA,Georgia,"Forestry and Conservation Science Teachers, Postsecondary",100810
IL,Illinois,"Forestry and Conservation Science Teachers, Postsecondary",63600
ME,Maine,"Forestry and Conservation Science Teachers, Postsecondary",80940
MS,Mississippi,"Forestry and Conservation Science Teachers, Postsecondary",87360
NY,New York,"Forestry and Conservation Science Teachers, Postsecondary",62170
NC,North Carolina,"Forestry and Conservation Science Teachers, Postsecondary",87790
OR,Oregon,"Forestry and Conservation Science Teachers, Postsecondary",100160
PA,Pennsylvania,"Forestry and Conservation Science Teachers, Postsecondary",93830
TN,Tennessee,"Forestry and Conservation Science Teachers, Postsecondary",94290
TX,Texas,"Forestry and Conservation Science Teachers, Postsecondary",87840
WA,Washington,"Forestry and Conservation Science Teachers, Postsecondary",97750
WV,West Virginia,"Forestry and Conservation Science Teachers, Postsecondary",63010
AL,Alabama,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",39020
AZ,Arizona,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",32340
AR,Arkansas,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",35450
CA,California,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",35330
CO,Colorado,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",39700
CT,Connecticut,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33850
FL,Florida,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",30040
GA,Georgia,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",28680
IL,Illinois,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",39060
IN,Indiana,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",34790
IA,Iowa,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",34880
KS,Kansas,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33870
KY,Kentucky,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",46340
MD,Maryland,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",50180
MA,Massachusetts,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",47530
MI,Michigan,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",27570
MN,Minnesota,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",38610
MS,Mississippi,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",31740
MO,Missouri,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",30180
NE,Nebraska,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",31190
NJ,New Jersey,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",30700
NY,New York,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33000
NC,North Carolina,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",38000
OH,Ohio,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",37420
OK,Oklahoma,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",40240
OR,Oregon,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33620
PA,Pennsylvania,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",40050
RI,Rhode Island,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",26080
SC,South Carolina,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",32970
SD,South Dakota,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",34800
TN,Tennessee,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",32210
TX,Texas,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",35230
UT,Utah,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",31690
VA,Virginia,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",39330
WA,Washington,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",41870
WV,West Virginia,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",33560
WI,Wisconsin,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",31960
PR,Puerto Rico,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",17920
AL,Alabama,Foundry Mold and Coremakers,31120
AZ,Arizona,Foundry Mold and Coremakers,33960
AR,Arkansas,Foundry Mold and Coremakers,31130
CA,California,Foundry Mold and Coremakers,32690
CT,Connecticut,Foundry Mold and Coremakers,35790
FL,Florida,Foundry Mold and Coremakers,30710
GA,Georgia,Foundry Mold and Coremakers,32470
ID,Idaho,Foundry Mold and Coremakers,33220
IL,Illinois,Foundry Mold and Coremakers,35330
IN,Indiana,Foundry Mold and Coremakers,32600
IA,Iowa,Foundry Mold and Coremakers,36980
KS,Kansas,Foundry Mold and Coremakers,34220
KY,Kentucky,Foundry Mold and Coremakers,34850
MA,Massachusetts,Foundry Mold and Coremakers,41390
MI,Michigan,Foundry Mold and Coremakers,31380
MN,Minnesota,Foundry Mold and Coremakers,34450
MO,Missouri,Foundry Mold and Coremakers,31110
NE,Nebraska,Foundry Mold and Coremakers,29430
NH,New Hampshire,Foundry Mold and Coremakers,31910
NJ,New Jersey,Foundry Mold and Coremakers,37280
NY,New York,Foundry Mold and Coremakers,33590
NC,North Carolina,Foundry Mold and Coremakers,39700
OH,Ohio,Foundry Mold and Coremakers,31800
OK,Oklahoma,Foundry Mold and Coremakers,26390
OR,Oregon,Foundry Mold and Coremakers,35210
PA,Pennsylvania,Foundry Mold and Coremakers,34020
RI,Rhode Island,Foundry Mold and Coremakers,31250
SC,South Carolina,Foundry Mold and Coremakers,24640
TN,Tennessee,Foundry Mold and Coremakers,35350
TX,Texas,Foundry Mold and Coremakers,27420
UT,Utah,Foundry Mold and Coremakers,31030
VA,Virginia,Foundry Mold and Coremakers,30170
WA,Washington,Foundry Mold and Coremakers,31460
WI,Wisconsin,Foundry Mold and Coremakers,34020
AL,Alabama,Fundraisers,51450
AK,Alaska,Fundraisers,52440
AZ,Arizona,Fundraisers,49110
AR,Arkansas,Fundraisers,43300
CA,California,Fundraisers,61050
CO,Colorado,Fundraisers,58150
CT,Connecticut,Fundraisers,51890
DE,Delaware,Fundraisers,58870
DC,District of Columbia,Fundraisers,80660
FL,Florida,Fundraisers,57880
GA,Georgia,Fundraisers,49130
HI,Hawaii,Fundraisers,68390
ID,Idaho,Fundraisers,46720
IL,Illinois,Fundraisers,52320
IN,Indiana,Fundraisers,49850
IA,Iowa,Fundraisers,50740
KS,Kansas,Fundraisers,58050
KY,Kentucky,Fundraisers,43910
LA,Louisiana,Fundraisers,46920
ME,Maine,Fundraisers,50900
MD,Maryland,Fundraisers,56930
MA,Massachusetts,Fundraisers,61630
MI,Michigan,Fundraisers,60540
MN,Minnesota,Fundraisers,61720
MS,Mississippi,Fundraisers,43750
MO,Missouri,Fundraisers,50780
MT,Montana,Fundraisers,48140
NE,Nebraska,Fundraisers,56290
NV,Nevada,Fundraisers,50740
NH,New Hampshire,Fundraisers,50980
NJ,New Jersey,Fundraisers,56430
NM,New Mexico,Fundraisers,50060
NY,New York,Fundraisers,60470
NC,North Carolina,Fundraisers,60620
ND,North Dakota,Fundraisers,53700
OH,Ohio,Fundraisers,50470
OK,Oklahoma,Fundraisers,46570
OR,Oregon,Fundraisers,49260
PA,Pennsylvania,Fundraisers,52110
RI,Rhode Island,Fundraisers,62430
SC,South Carolina,Fundraisers,48770
SD,South Dakota,Fundraisers,41480
TN,Tennessee,Fundraisers,56460
TX,Texas,Fundraisers,56040
UT,Utah,Fundraisers,51770
VT,Vermont,Fundraisers,48700
VA,Virginia,Fundraisers,64870
WA,Washington,Fundraisers,53520
WV,West Virginia,Fundraisers,41330
WI,Wisconsin,Fundraisers,52380
WY,Wyoming,Fundraisers,51810
AL,Alabama,Funeral Attendants,23960
AZ,Arizona,Funeral Attendants,27770
AR,Arkansas,Funeral Attendants,20550
CA,California,Funeral Attendants,28660
CO,Colorado,Funeral Attendants,30550
CT,Connecticut,Funeral Attendants,34010
DE,Delaware,Funeral Attendants,30880
FL,Florida,Funeral Attendants,23300
GA,Georgia,Funeral Attendants,24820
HI,Hawaii,Funeral Attendants,23070
ID,Idaho,Funeral Attendants,24150
IL,Illinois,Funeral Attendants,27100
IN,Indiana,Funeral Attendants,23270
IA,Iowa,Funeral Attendants,22550
KS,Kansas,Funeral Attendants,23790
KY,Kentucky,Funeral Attendants,20400
LA,Louisiana,Funeral Attendants,23700
ME,Maine,Funeral Attendants,25760
MD,Maryland,Funeral Attendants,26620
MA,Massachusetts,Funeral Attendants,34370
MI,Michigan,Funeral Attendants,25370
MN,Minnesota,Funeral Attendants,27700
MS,Mississippi,Funeral Attendants,24480
MO,Missouri,Funeral Attendants,22440
MT,Montana,Funeral Attendants,32850
NE,Nebraska,Funeral Attendants,25710
NV,Nevada,Funeral Attendants,27400
NH,New Hampshire,Funeral Attendants,34650
NJ,New Jersey,Funeral Attendants,32770
NM,New Mexico,Funeral Attendants,27860
NY,New York,Funeral Attendants,24290
NC,North Carolina,Funeral Attendants,25140
ND,North Dakota,Funeral Attendants,21620
OH,Ohio,Funeral Attendants,21870
OK,Oklahoma,Funeral Attendants,25010
OR,Oregon,Funeral Attendants,24620
PA,Pennsylvania,Funeral Attendants,24340
SC,South Carolina,Funeral Attendants,23040
SD,South Dakota,Funeral Attendants,22260
TN,Tennessee,Funeral Attendants,22670
TX,Texas,Funeral Attendants,22980
UT,Utah,Funeral Attendants,27980
VT,Vermont,Funeral Attendants,36210
VA,Virginia,Funeral Attendants,24070
WA,Washington,Funeral Attendants,26310
WV,West Virginia,Funeral Attendants,21040
WI,Wisconsin,Funeral Attendants,26180
WY,Wyoming,Funeral Attendants,24660
PR,Puerto Rico,Funeral Attendants,19010
AL,Alabama,Funeral Service Managers,56500
AZ,Arizona,Funeral Service Managers,74220
AR,Arkansas,Funeral Service Managers,52910
CA,California,Funeral Service Managers,64160
CO,Colorado,Funeral Service Managers,79500
CT,Connecticut,Funeral Service Managers,102990
FL,Florida,Funeral Service Managers,86260
GA,Georgia,Funeral Service Managers,64590
HI,Hawaii,Funeral Service Managers,75190
ID,Idaho,Funeral Service Managers,64460
IL,Illinois,Funeral Service Managers,72770
IN,Indiana,Funeral Service Managers,79000
IA,Iowa,Funeral Service Managers,77140
KS,Kansas,Funeral Service Managers,0
KY,Kentucky,Funeral Service Managers,79280
LA,Louisiana,Funeral Service Managers,60930
ME,Maine,Funeral Service Managers,70970
MD,Maryland,Funeral Service Managers,87720
MA,Massachusetts,Funeral Service Managers,93770
MI,Michigan,Funeral Service Managers,89680
MN,Minnesota,Funeral Service Managers,90990
MS,Mississippi,Funeral Service Managers,59120
MO,Missouri,Funeral Service Managers,75350
NE,Nebraska,Funeral Service Managers,0
NV,Nevada,Funeral Service Managers,70760
NJ,New Jersey,Funeral Service Managers,111840
NM,New Mexico,Funeral Service Managers,56900
NY,New York,Funeral Service Managers,132470
NC,North Carolina,Funeral Service Managers,111130
ND,North Dakota,Funeral Service Managers,74430
OH,Ohio,Funeral Service Managers,95840
OK,Oklahoma,Funeral Service Managers,67190
OR,Oregon,Funeral Service Managers,68500
PA,Pennsylvania,Funeral Service Managers,88230
RI,Rhode Island,Funeral Service Managers,74970
SC,South Carolina,Funeral Service Managers,69000
SD,South Dakota,Funeral Service Managers,92570
TN,Tennessee,Funeral Service Managers,113050
TX,Texas,Funeral Service Managers,64910
UT,Utah,Funeral Service Managers,70850
VA,Virginia,Funeral Service Managers,80520
WA,Washington,Funeral Service Managers,66150
WV,West Virginia,Funeral Service Managers,62150
WI,Wisconsin,Funeral Service Managers,83240
PR,Puerto Rico,Funeral Service Managers,46120
AL,Alabama,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",36250
AZ,Arizona,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",33370
AR,Arkansas,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",34590
