state,STATE,OCC_TITLE,A_MEAN
ND,North Dakota,Veterinary Assistants and Laboratory Animal Caretakers,22930
OH,Ohio,Veterinary Assistants and Laboratory Animal Caretakers,23450
OK,Oklahoma,Veterinary Assistants and Laboratory Animal Caretakers,22400
OR,Oregon,Veterinary Assistants and Laboratory Animal Caretakers,24860
PA,Pennsylvania,Veterinary Assistants and Laboratory Animal Caretakers,24010
RI,Rhode Island,Veterinary Assistants and Laboratory Animal Caretakers,23840
SC,South Carolina,Veterinary Assistants and Laboratory Animal Caretakers,22970
SD,South Dakota,Veterinary Assistants and Laboratory Animal Caretakers,22390
TN,Tennessee,Veterinary Assistants and Laboratory Animal Caretakers,24210
TX,Texas,Veterinary Assistants and Laboratory Animal Caretakers,23750
UT,Utah,Veterinary Assistants and Laboratory Animal Caretakers,19140
VT,Vermont,Veterinary Assistants and Laboratory Animal Caretakers,24220
VA,Virginia,Veterinary Assistants and Laboratory Animal Caretakers,26740
WA,Washington,Veterinary Assistants and Laboratory Animal Caretakers,26210
WV,West Virginia,Veterinary Assistants and Laboratory Animal Caretakers,21430
WI,Wisconsin,Veterinary Assistants and Laboratory Animal Caretakers,23190
WY,Wyoming,Veterinary Assistants and Laboratory Animal Caretakers,28310
PR,Puerto Rico,Veterinary Assistants and Laboratory Animal Caretakers,19550
AL,Alabama,Veterinary Technologists and Technicians,28740
AK,Alaska,Veterinary Technologists and Technicians,40970
AZ,Arizona,Veterinary Technologists and Technicians,28110
AR,Arkansas,Veterinary Technologists and Technicians,28130
CA,California,Veterinary Technologists and Technicians,37220
CO,Colorado,Veterinary Technologists and Technicians,30880
CT,Connecticut,Veterinary Technologists and Technicians,38600
DE,Delaware,Veterinary Technologists and Technicians,33330
DC,District of Columbia,Veterinary Technologists and Technicians,32570
FL,Florida,Veterinary Technologists and Technicians,30080
GA,Georgia,Veterinary Technologists and Technicians,27950
HI,Hawaii,Veterinary Technologists and Technicians,31520
ID,Idaho,Veterinary Technologists and Technicians,28810
IL,Illinois,Veterinary Technologists and Technicians,32050
IN,Indiana,Veterinary Technologists and Technicians,29400
IA,Iowa,Veterinary Technologists and Technicians,30720
KS,Kansas,Veterinary Technologists and Technicians,31630
KY,Kentucky,Veterinary Technologists and Technicians,27980
LA,Louisiana,Veterinary Technologists and Technicians,27410
ME,Maine,Veterinary Technologists and Technicians,32930
MD,Maryland,Veterinary Technologists and Technicians,33370
MA,Massachusetts,Veterinary Technologists and Technicians,40120
MI,Michigan,Veterinary Technologists and Technicians,31460
MN,Minnesota,Veterinary Technologists and Technicians,33310
MS,Mississippi,Veterinary Technologists and Technicians,31470
MO,Missouri,Veterinary Technologists and Technicians,32670
MT,Montana,Veterinary Technologists and Technicians,28410
NE,Nebraska,Veterinary Technologists and Technicians,28720
NV,Nevada,Veterinary Technologists and Technicians,35360
NH,New Hampshire,Veterinary Technologists and Technicians,33260
NJ,New Jersey,Veterinary Technologists and Technicians,34340
NM,New Mexico,Veterinary Technologists and Technicians,31910
NY,New York,Veterinary Technologists and Technicians,39740
NC,North Carolina,Veterinary Technologists and Technicians,30310
ND,North Dakota,Veterinary Technologists and Technicians,30740
OH,Ohio,Veterinary Technologists and Technicians,31860
OK,Oklahoma,Veterinary Technologists and Technicians,28480
OR,Oregon,Veterinary Technologists and Technicians,33180
PA,Pennsylvania,Veterinary Technologists and Technicians,34720
RI,Rhode Island,Veterinary Technologists and Technicians,34280
SC,South Carolina,Veterinary Technologists and Technicians,28690
SD,South Dakota,Veterinary Technologists and Technicians,31460
TN,Tennessee,Veterinary Technologists and Technicians,29170
TX,Texas,Veterinary Technologists and Technicians,28530
UT,Utah,Veterinary Technologists and Technicians,27260
VT,Vermont,Veterinary Technologists and Technicians,33180
VA,Virginia,Veterinary Technologists and Technicians,37160
WA,Washington,Veterinary Technologists and Technicians,34900
WV,West Virginia,Veterinary Technologists and Technicians,24370
WI,Wisconsin,Veterinary Technologists and Technicians,32130
WY,Wyoming,Veterinary Technologists and Technicians,30450
PR,Puerto Rico,Veterinary Technologists and Technicians,29720
AL,Alabama,"Vocational Education Teachers, Postsecondary",42830
AK,Alaska,"Vocational Education Teachers, Postsecondary",81480
AZ,Arizona,"Vocational Education Teachers, Postsecondary",50890
AR,Arkansas,"Vocational Education Teachers, Postsecondary",47670
CA,California,"Vocational Education Teachers, Postsecondary",60930
CO,Colorado,"Vocational Education Teachers, Postsecondary",55520
CT,Connecticut,"Vocational Education Teachers, Postsecondary",46410
DE,Delaware,"Vocational Education Teachers, Postsecondary",55970
DC,District of Columbia,"Vocational Education Teachers, Postsecondary",64500
FL,Florida,"Vocational Education Teachers, Postsecondary",53780
GA,Georgia,"Vocational Education Teachers, Postsecondary",46370
HI,Hawaii,"Vocational Education Teachers, Postsecondary",57800
ID,Idaho,"Vocational Education Teachers, Postsecondary",41050
IL,Illinois,"Vocational Education Teachers, Postsecondary",47840
IN,Indiana,"Vocational Education Teachers, Postsecondary",53490
IA,Iowa,"Vocational Education Teachers, Postsecondary",46760
KS,Kansas,"Vocational Education Teachers, Postsecondary",47540
KY,Kentucky,"Vocational Education Teachers, Postsecondary",49240
LA,Louisiana,"Vocational Education Teachers, Postsecondary",46720
ME,Maine,"Vocational Education Teachers, Postsecondary",46380
MD,Maryland,"Vocational Education Teachers, Postsecondary",46580
MA,Massachusetts,"Vocational Education Teachers, Postsecondary",55270
MI,Michigan,"Vocational Education Teachers, Postsecondary",48370
MN,Minnesota,"Vocational Education Teachers, Postsecondary",51620
MS,Mississippi,"Vocational Education Teachers, Postsecondary",47000
MO,Missouri,"Vocational Education Teachers, Postsecondary",51660
MT,Montana,"Vocational Education Teachers, Postsecondary",64640
NE,Nebraska,"Vocational Education Teachers, Postsecondary",54640
NV,Nevada,"Vocational Education Teachers, Postsecondary",54200
NH,New Hampshire,"Vocational Education Teachers, Postsecondary",58560
NJ,New Jersey,"Vocational Education Teachers, Postsecondary",59620
NM,New Mexico,"Vocational Education Teachers, Postsecondary",57670
NY,New York,"Vocational Education Teachers, Postsecondary",65950
NC,North Carolina,"Vocational Education Teachers, Postsecondary",49640
ND,North Dakota,"Vocational Education Teachers, Postsecondary",45010
OH,Ohio,"Vocational Education Teachers, Postsecondary",46990
OK,Oklahoma,"Vocational Education Teachers, Postsecondary",52820
OR,Oregon,"Vocational Education Teachers, Postsecondary",61510
PA,Pennsylvania,"Vocational Education Teachers, Postsecondary",59160
RI,Rhode Island,"Vocational Education Teachers, Postsecondary",69440
SC,South Carolina,"Vocational Education Teachers, Postsecondary",50470
SD,South Dakota,"Vocational Education Teachers, Postsecondary",49670
TN,Tennessee,"Vocational Education Teachers, Postsecondary",44870
TX,Texas,"Vocational Education Teachers, Postsecondary",49210
UT,Utah,"Vocational Education Teachers, Postsecondary",48420
VT,Vermont,"Vocational Education Teachers, Postsecondary",44030
VA,Virginia,"Vocational Education Teachers, Postsecondary",54050
WA,Washington,"Vocational Education Teachers, Postsecondary",54590
WV,West Virginia,"Vocational Education Teachers, Postsecondary",46170
WI,Wisconsin,"Vocational Education Teachers, Postsecondary",70100
WY,Wyoming,"Vocational Education Teachers, Postsecondary",46430
PR,Puerto Rico,"Vocational Education Teachers, Postsecondary",29080
AL,Alabama,Waiters and Waitresses,18860
AK,Alaska,Waiters and Waitresses,26370
AZ,Arizona,Waiters and Waitresses,21520
AR,Arkansas,Waiters and Waitresses,17270
CA,California,Waiters and Waitresses,24670
CO,Colorado,Waiters and Waitresses,21020
CT,Connecticut,Waiters and Waitresses,22230
DE,Delaware,Waiters and Waitresses,21390
DC,District of Columbia,Waiters and Waitresses,25450
FL,Florida,Waiters and Waitresses,22040
GA,Georgia,Waiters and Waitresses,18840
HI,Hawaii,Waiters and Waitresses,31660
ID,Idaho,Waiters and Waitresses,18820
IL,Illinois,Waiters and Waitresses,21140
IN,Indiana,Waiters and Waitresses,20480
IA,Iowa,Waiters and Waitresses,18720
KS,Kansas,Waiters and Waitresses,19050
KY,Kentucky,Waiters and Waitresses,18480
LA,Louisiana,Waiters and Waitresses,19380
ME,Maine,Waiters and Waitresses,21700
MD,Maryland,Waiters and Waitresses,20660
MA,Massachusetts,Waiters and Waitresses,26860
MI,Michigan,Waiters and Waitresses,20040
MN,Minnesota,Waiters and Waitresses,18830
MS,Mississippi,Waiters and Waitresses,18400
MO,Missouri,Waiters and Waitresses,19400
MT,Montana,Waiters and Waitresses,19370
NE,Nebraska,Waiters and Waitresses,18010
NV,Nevada,Waiters and Waitresses,22940
NH,New Hampshire,Waiters and Waitresses,22060
NJ,New Jersey,Waiters and Waitresses,22200
NM,New Mexico,Waiters and Waitresses,21520
NY,New York,Waiters and Waitresses,25290
NC,North Carolina,Waiters and Waitresses,19520
ND,North Dakota,Waiters and Waitresses,21060
OH,Ohio,Waiters and Waitresses,20070
OK,Oklahoma,Waiters and Waitresses,19220
OR,Oregon,Waiters and Waitresses,22900
PA,Pennsylvania,Waiters and Waitresses,20270
RI,Rhode Island,Waiters and Waitresses,20220
SC,South Carolina,Waiters and Waitresses,18910
SD,South Dakota,Waiters and Waitresses,18560
TN,Tennessee,Waiters and Waitresses,18310
TX,Texas,Waiters and Waitresses,20620
UT,Utah,Waiters and Waitresses,22770
VT,Vermont,Waiters and Waitresses,29900
VA,Virginia,Waiters and Waitresses,23500
WA,Washington,Waiters and Waitresses,28520
WV,West Virginia,Waiters and Waitresses,20830
WI,Wisconsin,Waiters and Waitresses,19310
WY,Wyoming,Waiters and Waitresses,18820
GU,Guam,Waiters and Waitresses,17580
PR,Puerto Rico,Waiters and Waitresses,17150
VI,Virgin Islands,Waiters and Waitresses,21130
AZ,Arizona,Watch Repairers,26370
CA,California,Watch Repairers,47590
CT,Connecticut,Watch Repairers,38130
FL,Florida,Watch Repairers,31820
IL,Illinois,Watch Repairers,35140
IN,Indiana,Watch Repairers,39870
KY,Kentucky,Watch Repairers,37920
MI,Michigan,Watch Repairers,35130
NJ,New Jersey,Watch Repairers,48650
NY,New York,Watch Repairers,43820
NC,North Carolina,Watch Repairers,37510
OH,Ohio,Watch Repairers,35420
PA,Pennsylvania,Watch Repairers,42360
TX,Texas,Watch Repairers,49320
VA,Virginia,Watch Repairers,35960
AL,Alabama,Water and Wastewater Treatment Plant and System Operators,43430
AK,Alaska,Water and Wastewater Treatment Plant and System Operators,59440
AZ,Arizona,Water and Wastewater Treatment Plant and System Operators,46410
AR,Arkansas,Water and Wastewater Treatment Plant and System Operators,31420
CA,California,Water and Wastewater Treatment Plant and System Operators,65560
CO,Colorado,Water and Wastewater Treatment Plant and System Operators,51230
CT,Connecticut,Water and Wastewater Treatment Plant and System Operators,59780
DE,Delaware,Water and Wastewater Treatment Plant and System Operators,42590
DC,District of Columbia,Water and Wastewater Treatment Plant and System Operators,51120
FL,Florida,Water and Wastewater Treatment Plant and System Operators,45930
GA,Georgia,Water and Wastewater Treatment Plant and System Operators,36860
HI,Hawaii,Water and Wastewater Treatment Plant and System Operators,48590
ID,Idaho,Water and Wastewater Treatment Plant and System Operators,39530
IL,Illinois,Water and Wastewater Treatment Plant and System Operators,51730
IN,Indiana,Water and Wastewater Treatment Plant and System Operators,40000
IA,Iowa,Water and Wastewater Treatment Plant and System Operators,43170
KS,Kansas,Water and Wastewater Treatment Plant and System Operators,36760
KY,Kentucky,Water and Wastewater Treatment Plant and System Operators,35550
LA,Louisiana,Water and Wastewater Treatment Plant and System Operators,34770
ME,Maine,Water and Wastewater Treatment Plant and System Operators,48120
MD,Maryland,Water and Wastewater Treatment Plant and System Operators,44610
MA,Massachusetts,Water and Wastewater Treatment Plant and System Operators,53630
MI,Michigan,Water and Wastewater Treatment Plant and System Operators,45520
MN,Minnesota,Water and Wastewater Treatment Plant and System Operators,48730
MS,Mississippi,Water and Wastewater Treatment Plant and System Operators,35620
MO,Missouri,Water and Wastewater Treatment Plant and System Operators,41080
MT,Montana,Water and Wastewater Treatment Plant and System Operators,39530
NE,Nebraska,Water and Wastewater Treatment Plant and System Operators,39740
NV,Nevada,Water and Wastewater Treatment Plant and System Operators,62040
NH,New Hampshire,Water and Wastewater Treatment Plant and System Operators,47790
NJ,New Jersey,Water and Wastewater Treatment Plant and System Operators,56450
NM,New Mexico,Water and Wastewater Treatment Plant and System Operators,38470
NY,New York,Water and Wastewater Treatment Plant and System Operators,53290
NC,North Carolina,Water and Wastewater Treatment Plant and System Operators,38950
ND,North Dakota,Water and Wastewater Treatment Plant and System Operators,44950
OH,Ohio,Water and Wastewater Treatment Plant and System Operators,43650
OK,Oklahoma,Water and Wastewater Treatment Plant and System Operators,36860
OR,Oregon,Water and Wastewater Treatment Plant and System Operators,50480
PA,Pennsylvania,Water and Wastewater Treatment Plant and System Operators,45730
RI,Rhode Island,Water and Wastewater Treatment Plant and System Operators,47140
SC,South Carolina,Water and Wastewater Treatment Plant and System Operators,44320
SD,South Dakota,Water and Wastewater Treatment Plant and System Operators,39270
TN,Tennessee,Water and Wastewater Treatment Plant and System Operators,39310
TX,Texas,Water and Wastewater Treatment Plant and System Operators,36120
UT,Utah,Water and Wastewater Treatment Plant and System Operators,44600
VT,Vermont,Water and Wastewater Treatment Plant and System Operators,45740
VA,Virginia,Water and Wastewater Treatment Plant and System Operators,41610
WA,Washington,Water and Wastewater Treatment Plant and System Operators,63050
WV,West Virginia,Water and Wastewater Treatment Plant and System Operators,32600
WI,Wisconsin,Water and Wastewater Treatment Plant and System Operators,45090
WY,Wyoming,Water and Wastewater Treatment Plant and System Operators,49130
PR,Puerto Rico,Water and Wastewater Treatment Plant and System Operators,26000
AL,Alabama,Web Developers,53250
AK,Alaska,Web Developers,59870
AZ,Arizona,Web Developers,64340
AR,Arkansas,Web Developers,58810
CA,California,Web Developers,79520
CO,Colorado,Web Developers,61800
CT,Connecticut,Web Developers,68710
DE,Delaware,Web Developers,81440
DC,District of Columbia,Web Developers,78710
FL,Florida,Web Developers,60720
GA,Georgia,Web Developers,74790
HI,Hawaii,Web Developers,0
ID,Idaho,Web Developers,50300
IL,Illinois,Web Developers,65160
IN,Indiana,Web Developers,53990
IA,Iowa,Web Developers,61200
KS,Kansas,Web Developers,57880
KY,Kentucky,Web Developers,51220
LA,Louisiana,Web Developers,49920
ME,Maine,Web Developers,51600
MD,Maryland,Web Developers,75460
MA,Massachusetts,Web Developers,77170
MI,Michigan,Web Developers,60760
MN,Minnesota,Web Developers,66380
MS,Mississippi,Web Developers,55140
MO,Missouri,Web Developers,57630
MT,Montana,Web Developers,48750
NE,Nebraska,Web Developers,57550
NV,Nevada,Web Developers,58780
NH,New Hampshire,Web Developers,55950
NJ,New Jersey,Web Developers,69780
NM,New Mexico,Web Developers,60280
NY,New York,Web Developers,75180
NC,North Carolina,Web Developers,64370
ND,North Dakota,Web Developers,50410
OH,Ohio,Web Developers,61230
OK,Oklahoma,Web Developers,53740
OR,Oregon,Web Developers,69250
PA,Pennsylvania,Web Developers,61710
RI,Rhode Island,Web Developers,69260
SC,South Carolina,Web Developers,57620
SD,South Dakota,Web Developers,62020
TN,Tennessee,Web Developers,56980
TX,Texas,Web Developers,66990
UT,Utah,Web Developers,58490
VT,Vermont,Web Developers,65570
VA,Virginia,Web Developers,80690
WA,Washington,Web Developers,82420
WV,West Virginia,Web Developers,42940
WI,Wisconsin,Web Developers,56450
WY,Wyoming,Web Developers,52130
PR,Puerto Rico,Web Developers,37320
AL,Alabama,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28200
AK,Alaska,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",37630
AZ,Arizona,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30220
AR,Arkansas,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28190
CA,California,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28850
CO,Colorado,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",34930
CT,Connecticut,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",35930
DE,Delaware,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32150
FL,Florida,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",27290
GA,Georgia,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",29130
HI,Hawaii,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",20320
ID,Idaho,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",25130
IL,Illinois,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",34390
IN,Indiana,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32930
IA,Iowa,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",31450
KS,Kansas,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",33430
KY,Kentucky,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",33170
LA,Louisiana,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",31710
ME,Maine,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",25080
MD,Maryland,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",34260
MA,Massachusetts,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",36830
MI,Michigan,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",27940
MN,Minnesota,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",36660
MS,Mississippi,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28810
MO,Missouri,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30880
MT,Montana,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",27790
NE,Nebraska,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32400
NV,Nevada,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",27340
NH,New Hampshire,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",36910
NJ,New Jersey,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",36840
NM,New Mexico,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28830
NY,New York,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30460
NC,North Carolina,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28880
ND,North Dakota,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",34920
OH,Ohio,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30760
OK,Oklahoma,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",36110
OR,Oregon,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",29340
PA,Pennsylvania,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",33310
RI,Rhode Island,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30010
SC,South Carolina,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30770
SD,South Dakota,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",28550
TN,Tennessee,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32760
TX,Texas,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",29840
UT,Utah,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",32570
VT,Vermont,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",40820
VA,Virginia,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",31420
WA,Washington,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",34790
WV,West Virginia,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",24930
WI,Wisconsin,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",31840
WY,Wyoming,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",41720
GU,Guam,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",31270
PR,Puerto Rico,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",20950
AL,Alabama,"Welders, Cutters, Solderers, and Brazers",36740
AK,Alaska,"Welders, Cutters, Solderers, and Brazers",71910
AZ,Arizona,"Welders, Cutters, Solderers, and Brazers",38560
AR,Arkansas,"Welders, Cutters, Solderers, and Brazers",35790
CA,California,"Welders, Cutters, Solderers, and Brazers",42540
CO,Colorado,"Welders, Cutters, Solderers, and Brazers",43600
CT,Connecticut,"Welders, Cutters, Solderers, and Brazers",43310
DE,Delaware,"Welders, Cutters, Solderers, and Brazers",47820
DC,District of Columbia,"Welders, Cutters, Solderers, and Brazers",57390
FL,Florida,"Welders, Cutters, Solderers, and Brazers",37410
GA,Georgia,"Welders, Cutters, Solderers, and Brazers",35460
HI,Hawaii,"Welders, Cutters, Solderers, and Brazers",59120
ID,Idaho,"Welders, Cutters, Solderers, and Brazers",35200
IL,Illinois,"Welders, Cutters, Solderers, and Brazers",37710
IN,Indiana,"Welders, Cutters, Solderers, and Brazers",37250
IA,Iowa,"Welders, Cutters, Solderers, and Brazers",36110
KS,Kansas,"Welders, Cutters, Solderers, and Brazers",37020
KY,Kentucky,"Welders, Cutters, Solderers, and Brazers",37180
LA,Louisiana,"Welders, Cutters, Solderers, and Brazers",43840
ME,Maine,"Welders, Cutters, Solderers, and Brazers",46080
MD,Maryland,"Welders, Cutters, Solderers, and Brazers",46140
MA,Massachusetts,"Welders, Cutters, Solderers, and Brazers",45760
MI,Michigan,"Welders, Cutters, Solderers, and Brazers",36820
MN,Minnesota,"Welders, Cutters, Solderers, and Brazers",40600
MS,Mississippi,"Welders, Cutters, Solderers, and Brazers",41420
MO,Missouri,"Welders, Cutters, Solderers, and Brazers",38570
MT,Montana,"Welders, Cutters, Solderers, and Brazers",38940
NE,Nebraska,"Welders, Cutters, Solderers, and Brazers",35960
NV,Nevada,"Welders, Cutters, Solderers, and Brazers",44260
NH,New Hampshire,"Welders, Cutters, Solderers, and Brazers",42000
NJ,New Jersey,"Welders, Cutters, Solderers, and Brazers",45710
NM,New Mexico,"Welders, Cutters, Solderers, and Brazers",46770
NY,New York,"Welders, Cutters, Solderers, and Brazers",41550
NC,North Carolina,"Welders, Cutters, Solderers, and Brazers",38470
ND,North Dakota,"Welders, Cutters, Solderers, and Brazers",50310
OH,Ohio,"Welders, Cutters, Solderers, and Brazers",37750
OK,Oklahoma,"Welders, Cutters, Solderers, and Brazers",38780
OR,Oregon,"Welders, Cutters, Solderers, and Brazers",40370
PA,Pennsylvania,"Welders, Cutters, Solderers, and Brazers",39370
RI,Rhode Island,"Welders, Cutters, Solderers, and Brazers",42560
SC,South Carolina,"Welders, Cutters, Solderers, and Brazers",37840
SD,South Dakota,"Welders, Cutters, Solderers, and Brazers",33470
TN,Tennessee,"Welders, Cutters, Solderers, and Brazers",37470
TX,Texas,"Welders, Cutters, Solderers, and Brazers",40900
UT,Utah,"Welders, Cutters, Solderers, and Brazers",40430
VT,Vermont,"Welders, Cutters, Solderers, and Brazers",35870
VA,Virginia,"Welders, Cutters, Solderers, and Brazers",42050
WA,Washington,"Welders, Cutters, Solderers, and Brazers",46060
WV,West Virginia,"Welders, Cutters, Solderers, and Brazers",44750
WI,Wisconsin,"Welders, Cutters, Solderers, and Brazers",39290
WY,Wyoming,"Welders, Cutters, Solderers, and Brazers",52980
GU,Guam,"Welders, Cutters, Solderers, and Brazers",37280
PR,Puerto Rico,"Welders, Cutters, Solderers, and Brazers",23170
VI,Virgin Islands,"Welders, Cutters, Solderers, and Brazers",35380
AL,Alabama,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38170
AZ,Arizona,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39110
AR,Arkansas,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",34890
CA,California,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",37020
CO,Colorado,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",32430
CT,Connecticut,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39830
FL,Florida,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",37050
GA,Georgia,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33770
ID,Idaho,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",32350
IL,Illinois,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",32740
IN,Indiana,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",35960
IA,Iowa,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",37180
KS,Kansas,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33440
KY,Kentucky,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",30520
LA,Louisiana,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38210
ME,Maine,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",42070
MD,Maryland,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36990
MA,Massachusetts,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",41040
MI,Michigan,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",37000
MN,Minnesota,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39950
MS,Mississippi,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36730
MO,Missouri,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33170
MT,Montana,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33700
NE,Nebraska,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",34600
NV,Nevada,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",31920
NH,New Hampshire,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",31030
NJ,New Jersey,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36730
NM,New Mexico,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",29240
NY,New York,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39950
NC,North Carolina,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",35460
ND,North Dakota,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",43600
OH,Ohio,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38550
OK,Oklahoma,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39430
OR,Oregon,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36440
PA,Pennsylvania,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33150
RI,Rhode Island,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",30270
SC,South Carolina,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",37850
SD,South Dakota,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",35750
TN,Tennessee,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",34730
TX,Texas,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36800
UT,Utah,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39190
VT,Vermont,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",30550
VA,Virginia,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",40700
WA,Washington,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39960
WI,Wisconsin,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",41790
PR,Puerto Rico,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",23830
AR,Arkansas,Wellhead Pumpers,40180
CA,California,Wellhead Pumpers,63000
CO,Colorado,Wellhead Pumpers,53590
IL,Illinois,Wellhead Pumpers,34850
IN,Indiana,Wellhead Pumpers,39630
KS,Kansas,Wellhead Pumpers,35840
KY,Kentucky,Wellhead Pumpers,44580
LA,Louisiana,Wellhead Pumpers,51320
MI,Michigan,Wellhead Pumpers,41070
MT,Montana,Wellhead Pumpers,52260
NM,New Mexico,Wellhead Pumpers,54910
NY,New York,Wellhead Pumpers,40930
ND,North Dakota,Wellhead Pumpers,67190
OH,Ohio,Wellhead Pumpers,32430
OK,Oklahoma,Wellhead Pumpers,46240
PA,Pennsylvania,Wellhead Pumpers,43200
